GRB,transit,seed,ra_max,dec_max,max_sigma,region_size_deg,trials_factor,p_pre,p_post,sigma_post
GRB180204109,transit_1,GRB180204109_transit_1FINAL_C0_negSig,330.4248046875,30.69158768492234,-0.013726266918247744,0.3,1.0,0.505475816275099,0.505475816275099,-0.013726266918247867
GRB180204109,transit_2,GRB180204109_transit_2FINAL_C0_negSig,330.1171875,30.64821940343201,-0.0037754612225805195,0.3,1.0,0.5015061875314761,0.5015061875314761,-0.0037754612225805537
GRB180402406,transit_2,GRB180402406_transit_2FINAL_C0_negSig,251.982421875,-14.747354194305615,0.004470961685324717,0.3,1.0,0.49821635029204825,0.49821635029204825,0.0044709616853247595
GRB180418281,transit_1,GRB180418281_transit_1FINAL_C0_negSig,170.0244140625,25.117700815401136,-0.00836830492105591,0.3,1.0,0.5033384316840128,0.5033384316840128,-0.008368304921056115
GRB180418281,transit_2,GRB180418281_transit_2FINAL_C0_negSig,170.2001953125,24.78856070950272,-0.0038328843270930804,0.3,1.0,0.5015290958699727,0.5015290958699727,-0.003832884327093201
GRB180715755,transit_1,GRB180715755_transit_1FINAL_C0_negSig,234.7998046875,-0.8206707364939092,0.001737692341356683,0.3,1.0,0.499306761403584,0.499306761403584,0.0017376923413567876
GRB180715755,transit_2,GRB180715755_transit_2FINAL_C0_negSig,234.93164062499997,-0.9325896730857153,-0.008595823459316284,0.3,1.0,0.5034291951832368,0.5034291951832368,-0.008595823459316474
GRB180718082,transit_1,GRB180718082_transit_1FINAL_C0_negSig,335.830078125,2.7240677479975233,-0.0057698022768736265,0.3,1.0,0.5023018053063739,0.5023018053063739,-0.005769802276873562
GRB180718082,transit_2,GRB180718082_transit_2FINAL_C0_negSig,336.00585937499994,2.5747002876810825,-0.14932729896951294,0.3,1.0,0.5593523123489688,0.5593523123489688,-0.1493272989695128
GRB180805543,transit_1,GRB180805543_transit_1FINAL_C0_negSig,25.83984375,-17.309071883194022,-0.0006604886678330849,0.3,1.0,0.5002634968361664,0.5002634968361664,-0.0006604886678331274
GRB180805543,transit_2,GRB180805543_transit_2FINAL_C0_negSig,25.927734374999996,-17.309071883194022,0.00581670074885887,0.3,1.0,0.49767948522423067,0.49767948522423067,0.005816700748858855
GRB181125371,transit_1,GRB181125371_transit_1FINAL_C0_negSig,268.4619140625,-2.8361054474013656,0.023012646561328513,0.3,1.0,0.49082009256204184,0.49082009256204184,0.023012646561328474
GRB181125371,transit_2,GRB181125371_transit_2FINAL_C0_negSig,268.4619140625,-2.6867241856916024,-0.005611954934401574,0.3,1.0,0.5022388343473783,0.5022388343473783,-0.005611954934401399
GRB190427190,transit_1,GRB190427190_transit_1FINAL_C0_negSig,280.50292968749994,40.52197045017229,0.00044964504811724726,0.3,1.0,0.4998206175851775,0.4998206175851775,0.00044964504811729317
GRB190427190,transit_2,GRB190427190_transit_2FINAL_C0_negSig,280.107421875,40.374917475291774,-0.01729751957340485,0.3,1.0,0.5069003677990347,0.5069003677990347,-0.017297519573404925
GRB190515190,transit_1,GRB190515190_transit_1FINAL_C0_negSig,137.8125,29.270428336203366,0.006150910414473013,0.3,1.0,0.4975461572457063,0.4975461572457063,0.006150910414473073
GRB190515190,transit_2,GRB190515190_transit_2FINAL_C0_negSig,137.50488281249997,29.484461283701357,0.0674670993390182,0.3,1.0,0.47310492662537884,0.47310492662537884,0.06746709933901811
GRB200605762,transit_2,GRB200605762_transit_2FINAL_C0_negSig,95.81161137440759,50.6741603074456,-0.001623559665301788,0.3,1.0,0.5006477063106901,0.5006477063106901,-0.0016235596653017444
GRB200623138,transit_2,GRB200623138_transit_2FINAL_C0_negSig,242.31210191082803,53.524134858106386,0.07329956345001343,0.3,1.0,0.4707838695418418,0.4707838695418418,0.07329956345001354
GRB201008443,transit_1,GRB201008443_transit_1FINAL_C0_negSig,161.73982869379014,46.2766473860442,0.003295492670017438,0.3,1.0,0.4986852910188603,0.4986852910188603,0.003295492670017521
GRB201008443,transit_2,GRB201008443_transit_2FINAL_C0_negSig,161.99034334763948,46.3750811884355,-0.08703696233573063,0.3,1.0,0.5346789340604361,0.5346789340604361,-0.08703696233573054
GRB201214672,transit_1,GRB201214672_transit_1FINAL_C0_negSig,187.77832031249997,9.0648388378427,-0.04025006398440214,0.3,1.0,0.5160531176724812,0.5160531176724812,-0.04025006398440225
GRB201214672,transit_2,GRB201214672_transit_2FINAL_C0_negSig,188.08593749999997,9.32935314703964,0.017274176842938273,0.3,1.0,0.4931089432119168,0.4931089432119168,0.017274176842938197
GRB210323918,transit_1,GRB210323918_transit_1FINAL_C0_negSig,317.76855468749994,25.613083216401805,-0.008445716989094663,0.3,1.0,0.5033693135396085,0.5033693135396085,-0.008445716989094807
GRB210323918,transit_2,GRB210323918_transit_2FINAL_C0_negSig,318.1640625,25.15890545269147,-0.028891894621005432,0.3,1.0,0.5115245949598295,0.5115245949598295,-0.02889189462100554
GRB210618072,transit_2,GRB210618072_transit_2FINAL_C0_negSig,235.93949044585986,45.882571729402585,-0.026269343148934785,0.3,1.0,0.5104787464538789,0.5104787464538789,-0.026269343148934816
